2128931, 1.00, -8.24
2130931, 1.00, -9.03
2132931, 1.00, -8.63
2134931, 1.00, -9.03
2136931, 1.00, -8.63
2138936, 1.00, -8.61
2140931, 1.00, -8.66
2142931, 1.00, -8.63
2144936, 1.00, -9.00
2146931, 1.00, -8.66
2148931, 1.00, -8.63
2150931, 1.00, -7.85
2152931, 1.00, -9.42
2154931, 1.00, -8.24
2156931, 1.00, -9.03
2158931, 1.00, -8.24
2160936, 1.00, -8.61
2162931, 1.00, -8.66
2164931, 1.00, -8.63
2166931, 1.00, -8.63
2168931, 1.00, -9.03
2170931, 1.00, -8.24
2172931, 1.00, -8.63
2174931, 1.00, -8.63
2176931, 1.00, -7.85
2178931, 1.00, -9.03
2180931, 1.00, -9.03
2182931, 1.00, -8.63
2184931, 1.00, -8.24
2186931, 1.00, -9.03
2188939, 1.00, -8.60
2190931, 1.00, -8.28
2192931, 1.00, -8.24
2194931, 1.00, -9.42
2196931, 1.00, -7.85
2198931, 1.00, -9.42
2200931, 1.00, -8.63
2202931, 1.00, -8.63
2204931, 1.00, -9.03
2206931, 1.00, -8.63
2208939, 1.00, -8.60
2210931, 1.00, -9.46
2212931, 1.00, -8.24
2214934, 1.00, -9.41
2216931, 1.00, -9.43
2218931, 1.00, -8.63
2220931, 1.00, -9.03
2222931, 1.00, -9.03
2224931, 1.00, -9.42
2226931, 1.00, -9.03
2228936, 1.00, -9.40
2230931, 1.00, -9.05
2232931, 1.00, -9.03
2234931, 1.00, -9.03
2236931, 1.00, -9.42
2238931, 1.00, -9.03
2240931, 1.00, -8.63
2242931, 1.00, -9.42
2244931, 1.00, -9.03
2246931, 1.00, -9.42
2248931, 1.00, -9.03
2250931, 1.00, -8.63
2252931, 1.00, -9.03
2254931, 1.00, -9.03
2256931, 1.00, -8.24
2258931, 1.00, -9.42
2260931, 1.00, -9.03
2262931, 1.00, -8.24
2264931, 1.00, -8.63
2266931, 1.00, -9.42
2268931, 1.00, -8.63
2270931, 1.00, -8.63
2272939, 1.00, -9.38
2274931, 1.00, -9.06
2276931, 1.00, -9.03
2278938, 1.00, -9.00
2280931, 1.00, -9.06
2282931, 1.00, -8.63
2284931, 1.00, -9.42
2286936, 1.00, -9.40
2288931, 1.00, -9.05
2290931, 1.00, -9.42
2292931, 1.00, -9.03
2294931, 1.00, -8.63
2296931, 1.00, -9.42
2298931, 1.00, -9.81
2300931, 1.00, -9.03
2302939, 1.00, -8.99
2304931, 1.00, -9.46
2306931, 1.00, -9.42
2308931, 1.00, -9.03
2311931, 1.00, -9.16
2313939, 1.00, -9.77
2315931, 1.00, -8.67
2317931, 1.00, -9.81
2319931, 1.00, -9.03
2321931, 1.00, -9.03
2323931, 1.00, -9.03
2326931, 1.00, -9.16
2328931, 1.00, -9.03
2330931, 1.00, -9.81
2332931, 1.00, -9.03
2334931, 1.00, -9.42
2336931, 1.00, -8.63
2338931, 1.00, -9.81
2340931, 1.00, -8.63
2342931, 1.00, -9.03
2344931, 1.00, -9.42
2346931, 1.00, -9.42
2348931, 1.00, -8.63
2350931, 1.00, -8.63
2352931, 1.00, -9.03
2354931, 1.00, -9.42
2356931, 1.00, -8.24
2358931, 1.00, -9.03
2360931, 1.00, -8.24
2362931, 1.00, -9.42
2364931, 1.00, -9.03
2366931, 1.00, -8.63
2368931, 1.00, -9.03
2370931, 1.00, -9.03
2372931, 1.00, -8.63
2374931, 1.00, -9.42
2376931, 1.00, -8.63
2378931, 1.00, -9.42
2380931, 1.00, -9.03
2382931, 1.00, -9.42
2384931, 1.00, -9.03
2387931, 1.00, -9.16
2390931, 1.00, -9.16
2393934, 1.00, -9.15
2395931, 1.00, -9.43
2398931, 1.00, -9.16
2400931, 1.00, -9.42
2402931, 1.00, -9.03
2404931, 1.00, -9.03
2406931, 1.00, -9.42
2409931, 1.00, -9.16
2411931, 1.00, -9.03
2413931, 1.00, -9.03
2415931, 1.00, -9.42
2417931, 1.00, -9.42
2419931, 1.00, -9.03
2421931, 1.00, -9.42
2423931, 1.00, -8.63
2425931, 1.00, -9.03
2427931, 1.00, -9.42
2429931, 1.00, -8.63
2431931, 1.00, -8.63
2433931, 1.00, -9.03
2435931, 1.00, -8.63
2437931, 1.00, -8.63
2439931, 1.00, -9.42
2441931, 1.00, -8.63
2443931, 1.00, -8.63
2445931, 1.00, -9.03
2448931, 1.00, -8.64
2451931, 1.00, -8.64
2454931, 1.00, -8.90
2458931, 1.00, -8.63
2460931, 1.00, -8.63
2462931, 1.00, -9.03
2464931, 1.00, -8.63
2466931, 1.00, -8.63
2468931, 1.00, -8.63
2470931, 1.00, -8.63
2472931, 1.00, -8.63
2474931, 1.00, -8.63
2476931, 1.00, -9.03
2478931, 1.00, -8.63
2480931, 1.00, -8.24
2482931, 1.00, -9.03
2484931, 1.00, -8.63
