# time, goalRoll, leanTorque, roll, rollrate, lean, leanrate
0.001,0,-0.0058054458435697264,6.348505363733458e-09,-1.0391833129119732e-05,0.0,0.0
0.002,0,-0.004212374080268429,1.593070864341881e-08,-1.0418514102026818e-05,9.582203279685354e-06,-2.6680972907086e-05
0.003,0,0.00019149137750578034,3.210727704521037e-08,-1.0447826329537787e-05,1.6176568401791555e-05,-2.9312227510968676e-05
0.004,0,-4.378192284480633e-05,4.415193527522441e-08,-1.0463602675136802e-05,1.2044658230014043e-05,-1.5776345599015747e-05
0.005,0,0.0005705885232007981,5.850977673607629e-08,-1.0484832041571345e-05,1.435784146085188e-05,-2.122936643454221e-05
0.006,0,0.00020496120486977482,7.19578888297978e-08,-1.050467376829642e-05,1.3448112093721514e-05,-1.9841726725074773e-05
0.007,0,0.00020335524936830347,8.586359696911191e-08,-1.0526275284677817e-05,1.3905708139314107e-05,-2.1601516381397683e-05
0.008,0,1.947495972759363e-05,9.93559329804507e-08,-1.0547391224360129e-05,1.3492336011338794e-05,-2.111593968231215e-05
0.009000000000000001,0,-6.109718065495743e-06,1.1289572863922723e-07,-1.056891120939893e-05,1.3539795658776524e-05,-2.1519985038800563e-05
0.010000000000000002,0,-4.7128641330658285e-05,1.263044572524919e-07,-1.0590269694917322e-05,1.3408728613264669e-05,-2.1358485518392195e-05
0.011000000000000003,0,-2.87910955966671e-05,1.39733732449825e-07,-1.061172471647702e-05,1.3429275197333105e-05,-2.145502155969727e-05
0.012000000000000004,0,-1.380798085335363e-05,1.5313045359690938e-07,-1.0633102305226498e-05,1.3396721147084377e-05,-2.1377588749479245e-05
0.013000000000000005,0,1.0366558629305508e-05,1.6652041371444307e-07,-1.0654450688865102e-05,1.3389960117533686e-05,-2.1348383638603523e-05
0.014000000000000005,0,2.409361868129564e-05,1.7987158233608026e-07,-1.067570511061458e-05,1.3351168621637188e-05,-2.1254421749478315e-05
0.015000000000000006,0,3.243185555961651e-05,1.931785948971081e-07,-1.0696871852421205e-05,1.3307012561027844e-05,-2.1166741806624665e-05
0.016000000000000007,0,3.313161187218794e-05,2.0642647179127313e-07,-1.0717933446212138e-05,1.3247876894165023e-05,-2.1061593790933544e-05
0.017000000000000008,0,3.0688506637002386e-05,2.1961290541976202e-07,-1.0738896171519924e-05,1.3186433628488896e-05,-2.096272530778518e-05
0.01800000000000001,0,2.6609674234674523e-05,2.327360620049459e-07,-1.0759760767507088e-05,1.312315658518387e-05,-2.086459598716405e-05
0.01900000000000001,0,2.3131845893906156e-05,2.4579868692310745e-07,-1.0780533660146826e-05,1.3062624918161561e-05,-2.0772892639738788e-05
0.02000000000000001,0,2.077125124660614e-05,2.5880331201945943e-07,-1.0801218065933729e-05,1.3004625096351976e-05,-2.068440578690265e-05
0.02100000000000001,0,1.9746216870271047e-05,2.7175273814978355e-07,-1.0821817145271341e-05,1.2949426130324121e-05,-2.0599079337612093e-05
0.022000000000000013,0,1.9650452572690658e-05,2.8464864360243715e-07,-1.084233200731225e-05,1.2895905452653597e-05,-2.0514862040908275e-05
0.023000000000000013,0,2.0076672918773606e-05,2.974919894676277e-07,-1.0862763156385988e-05,1.284334586519054e-05,-2.0431149073738523e-05
0.024000000000000014,0,2.0621721081498512e-05,3.1028300138312367e-07,-1.0883110399649973e-05,1.2791011915495985e-05,-2.034724326398544e-05
0.025000000000000015,0,2.1059395383286366e-05,3.2302159766591815e-07,-1.0903373527248876e-05,1.2738596282794478e-05,-2.0263127598902492e-05
0.026000000000000016,0,2.128993786890999e-05,3.3570757961139403e-07,-1.0923552386117213e-05,1.268598194547588e-05,-2.0178858868337096e-05
0.027000000000000017,0,2.13250747551014e-05,3.4834082784469687e-07,-1.0943647048980612e-05,1.2633248233302841e-05,-2.009466286339883e-05
0.028000000000000018,0,2.1222900499770665e-05,3.609213478543936e-07,-1.0963657756440684e-05,1.2580520009696732e-05,-2.0010707460071665e-05
0.02900000000000002,0,2.105406470142169e-05,3.734492758306933e-07,-1.0983584879078574e-05,1.2527927976299668e-05,-1.9927122637890702e-05
0.03000000000000002,0,2.0873205976557233e-05,3.859248342789592e-07,-1.1003428836327573e-05,1.2475558448265926e-05,-1.9843957248998363e-05
0.03100000000000002,0,2.0712358787430305e-05,3.983482889411132e-07,-1.1023190051139881e-05,1.2423454662154015e-05,-1.9761214812308325e-05
